"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"tnt-3.1",4.61414744578127e-73,1.00229390436009,0.49,0.229,8.57770010170737e-69,"7","tnt-3"
"ctc-1.2",2.1381258206766e-72,1.01880727338597,0.894,0.783,3.97477590063779e-68,"7","ctc-1"
"mlc-1",2.36111932335711e-72,1.53337021086794,0.407,0.168,4.38932082212087e-68,"7","mlc-1"
"unc-95",2.44706533789747e-67,1.33143088249846,0.376,0.15,4.5490944631514e-63,"7","unc-95"
"ctb-1.3",5.33962339520009e-66,1.23643414304387,0.767,0.588,9.92635989167696e-62,"7","ctb-1"
"icl-1.6",9.91450188404501e-66,1.04968890357994,0.628,0.36,1.84310590024397e-61,"7","icl-1"
"stn-2",5.09446298501681e-65,1.79260244319142,0.265,0.088,9.47060668914625e-61,"7","stn-2"
"fln-1",7.35184716633493e-65,1.7698639575643,0.357,0.15,1.36670838822166e-60,"7","fln-1"
"unc-36.1",5.88786615213293e-64,1.63295134215034,0.317,0.12,1.09455431768151e-59,"7","unc-36"
"atgp-1",7.71203671421778e-64,1.31052160760092,0.435,0.203,1.43366762517309e-59,"7","atgp-1"
"unc-60",2.27810856302361e-61,1.25554794485678,0.437,0.201,4.2350038186609e-57,"7","unc-60"
"ric-3.5",4.06783333879602e-60,1.22708897966711,0.472,0.23,7.5621021768218e-56,"7","ric-3"
"tns-1",6.72509442874964e-58,1.25601239381307,0.432,0.206,1.25019505430456e-53,"7","tns-1"
"F49E2.5",1.1160961373974e-56,1.80797064023005,0.357,0.163,2.07482271942177e-52,"7","F49E2.5"
"nduo-5.2",2.73943538386748e-56,1.29814666330156,0.604,0.407,5.09261037860964e-52,"7","nduo-5"
"abts-1.3",1.01858467353571e-55,1.07383945191646,0.534,0.298,1.89354890810288e-51,"7","abts-1"
"deb-1",2.52060556034231e-55,1.30124260546244,0.399,0.185,4.68580573667635e-51,"7","deb-1"
"slo-1",5.0080631132494e-54,1.66639555863875,0.264,0.099,9.30998932753064e-50,"7","slo-1"
"nduo-4.2",1.15056773507201e-52,1.00251339237229,0.762,0.606,2.13890541949886e-48,"7","nduo-4"
"enpl-1.3",5.66574926049167e-52,-1.48146593448332,0.38,0.632,1.0532627875254e-47,"7","enpl-1"
"unc-1.1",1.26449139410018e-51,1.18126718389681,0.312,0.128,2.35068950163224e-47,"7","unc-1"
"C46C11.3",3.16560694546212e-50,1.78383584986286,0.314,0.137,5.88486331161408e-46,"7","C46C11.3"
"Y69E1A.5",5.91853841622923e-49,1.04254280236609,0.327,0.137,1.10025629157701e-44,"7","Y69E1A.5"
"mxt-1",9.42395473029951e-49,1.21590398725505,0.28,0.112,1.75191318436268e-44,"7","mxt-1"
"cor-1",1.00633122499331e-48,1.5209869420086,0.253,0.096,1.87076974726257e-44,"7","cor-1"
"act-1.1",2.30347125113526e-47,1.51150321834068,0.489,0.304,4.28215305586045e-43,"7","act-1"
"set-30",1.94211335282744e-46,1.3664562999198,0.356,0.169,3.61038872290622e-42,"7","set-30"
"tln-1.1",1.63835755948146e-45,1.12123500103772,0.562,0.367,3.04570670307603e-41,"7","tln-1"
"F44E5.4",6.243354519853e-45,-1.54521023989482,0.315,0.544,1.16063960524067e-40,"7","F44E5.4"
"mnp-1",1.00700514515147e-44,1.07591290316136,0.363,0.173,1.87202256483659e-40,"7","mnp-1"
"hsp-3.2",4.6946828722138e-44,-1.08158699833095,0.458,0.679,8.72741545944545e-40,"7","hsp-3"
"lect-2",6.05083565035719e-43,1.68771380811612,0.363,0.188,1.1248503474014e-38,"7","lect-2"
"pdi-6.4",2.10712313335311e-42,-1.26616802375058,0.343,0.585,3.91714190490344e-38,"7","pdi-6"
"pdi-2.2",5.38630759237556e-42,-1.35136987985295,0.508,0.697,1.00131458142262e-37,"7","pdi-2"
"ark-1",7.09591830678134e-41,1.6131618102696,0.271,0.121,1.31913121323065e-36,"7","ark-1"
"glb-1",1.8025454045842e-40,1.13296869652967,0.344,0.174,3.35093190712202e-36,"7","glb-1"
"hmg-1.1.3",5.31132337158349e-40,-1.00079054943581,0.663,0.819,9.87375014777372e-36,"7","hmg-1.1"
"ipgm-1",7.34199939313657e-40,1.34555174407953,0.28,0.125,1.36487768718409e-35,"7","ipgm-1"
"sec-61.A.2",6.56539974993048e-39,-1.11203664581755,0.345,0.57,1.22050781351208e-34,"7","sec-61.A"
"acer-1",1.16057809686684e-38,1.53966966661994,0.312,0.157,2.15751468207545e-34,"7","acer-1"
