"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"T11G6.5",0.0694234665789545,-0.246205940381097,0.431,0.281,1
"dnj-9",0.0694273981725257,-0.774720646361416,0.264,0.356,1
"F52A8.1",0.0694578187321749,-1.96288752106865,0.639,0.551,1
"brc-1",0.0695566971933814,-2.08325138452948,0.042,0.105,1
"adss-1",0.0696037851464729,0.69764903297993,0.583,0.442,1
"F16B4.7",0.0696046090677133,-1.50733720566243,0,0.044,1
"F33E11.2",0.0696046090677133,-1.21361410013104,0,0.044,1
"daam-1",0.0696046090677133,-1.44938512929706,0,0.044,1
"cri-2",0.0696046090677133,-1.34947301817958,0,0.044,1
"W08A12.3",0.0696046090677133,-1.29888095265621,0,0.044,1
"H37A05.4",0.0696046090677133,-1.42545986710419,0,0.044,1
"C05E4.15",0.0696046090677133,-1.1305826037735,0,0.044,1
"ced-8",0.0696046090677133,-1.45675713844659,0,0.044,1
"R11.4",0.0696046090677133,-1.5102092963846,0,0.044,1
"T04B2.3",0.0696046090677133,-1.59533293038515,0,0.044,1
"Y11D7A.3",0.0696046090677133,-1.63088235400512,0,0.044,1
"ZK180.7",0.0696046090677133,-1.1633226244222,0,0.044,1
"F43G6.4",0.0696046090677133,-1.80169561312998,0,0.044,1
"C08E3.13",0.0696046090677133,-3.23639289527977,0,0.044,1
"lrp-1",0.0696046090677133,-1.94227246810472,0,0.044,1
"cutl-20",0.0696046090677133,-0.996434576233473,0,0.044,1
"M05B5.7",0.0696046090677133,-0.97070076498473,0,0.044,1
"twk-45",0.0696046090677133,-1.80106738120735,0,0.044,1
"R01H10.4",0.0696046090677133,-1.53596856319559,0,0.044,1
"T23E1.3",0.0696686123075878,0.622147593942635,0.097,0.046,1
"sup-17",0.0697631484563673,-0.942700527634681,0.139,0.22,1
"C49G7.12",0.0698807391316538,-0.87198807678706,0.069,0.142,1
"dap-3",0.0699009948312946,0.170587209020371,0.472,0.331,1
"gst-21",0.0699462917862776,-1.94177473415539,0.042,0.105,1
"Y51H4A.24",0.0700475483992025,-0.619006082744951,0.431,0.273,1
"F48F7.6",0.07005824712864,-0.809553183404029,0.542,0.52,1
"set-17",0.0700972457196843,0.289808435598273,0.389,0.253,1
"R151.8",0.0701016343852972,-0.816241807363673,0.111,0.195,1
"fic-1",0.0702246687159285,-1.03701072888666,0.306,0.363,1
"nekl-2",0.0702811743093631,-1.54242823575681,0.014,0.068,1
"ric-8",0.0702905942848667,0.355729826685891,0.069,0.144,1
"kat-1",0.0703815500456644,0.211160066598602,0.778,0.661,1
"tag-250",0.0705034584086428,-1.09198156170546,0.347,0.398,1
"fbxa-80",0.0706153886480583,0.156518168770494,0.347,0.229,1
"rtcb-1",0.0709101717548107,-1.49516238766246,0.069,0.139,1
"C31E10.6",0.0712399172632622,-0.965209841472996,0.097,0.18,1
"Y116A8C.10",0.0712494307780226,0.772040635000153,0.194,0.112,1
"leo-1",0.0712720753296302,-1.22515362197254,0.208,0.275,1
"let-504",0.0712745768887228,-0.953556298435043,0.389,0.429,1
"Y40C5A.4",0.0712964641099947,-2.17068758631575,0.083,0.154,1
"bra-1",0.0714261731350573,-0.940489470759264,0.042,0.108,1
"K09A11.1",0.0715010312930835,-1.33910797975873,0.014,0.068,1
"agef-1",0.0717940503355244,-0.514044119556639,0.5,0.542,1
"lin-61",0.0718696109585086,-1.37039480330955,0.069,0.141,1
"C34E10.10",0.0719055288036347,-1.05711477272402,0.319,0.375,1
"R05G6.4",0.0719288278113116,-1.24446208549892,0.097,0.173,1
"fan-1",0.0719551492593751,-0.849541519757075,0.028,0.09,1
"jtr-1",0.0720877811013044,0.641280719516319,0.153,0.085,1
"fil-1",0.0722130145253854,-2.24557460544587,0.069,0.137,1
"gei-3",0.0722389530489203,-0.180066995811064,0.194,0.11,1
"rab-18",0.0724590318894533,-0.904865317849967,0.264,0.329,1
"T20D3.14",0.0725778161574357,0.144939858267949,0.347,0.217,1
"Y45F10D.7",0.0725870918991535,-1.00609895263695,0.444,0.449,1
"ntl-9",0.072642853043196,-1.33204258763135,0.069,0.142,1
"mma-1",0.0727159047957231,0.147119888536699,0.583,0.412,1
"rpt-1",0.0728336703738651,0.354753697011888,0.278,0.18,1
"usp-48",0.0729213899672554,-0.747242217271255,0.306,0.351,1
"Y54G2A.52",0.0729765412708265,0.127219230031295,0.972,0.853,1
"K05C4.9",0.073004454117531,-1.4412457803493,0.139,0.215,1
"F58D5.5",0.0730763507509696,-0.625126868916374,0.667,0.636,1
"fntb-1",0.0730865092701946,-1.01157847531806,0.278,0.336,1
"mrps-18A",0.0730911064488489,0.112971787443147,0.722,0.568,1
"W04B5.8",0.0731294136798356,-0.963126251622177,0.292,0.349,1
"ceh-89",0.0731523331312138,-1.52028998008124,0.056,0.122,1
"sucl-1",0.0731744036061829,0.11916527274773,0.861,0.746,1
"otub-3",0.0732082475392289,-0.95155948286896,0.222,0.29,1
"btbd-10",0.0732162198774598,-1.43536159853722,0.194,0.256,1
"lin-25",0.0732282839427948,-0.884893931215705,0.306,0.363,1
"pelo-1",0.0733351412349666,-1.23915732113573,0.208,0.278,1
"pnn-1",0.0734466042536182,-0.739507606296319,0.486,0.495,1
"ung-1",0.0734583454483714,-1.57845233686554,0.028,0.086,1
"W08F4.3",0.0736967053842866,0.71655958865185,0.111,0.054,1
"mbf-1",0.0742476573376089,0.341351039351439,0.778,0.675,1
"acs-12",0.0743284003556742,-1.66754196680977,0.097,0.166,1
"F26H9.2",0.0744425725605553,0.108642775377829,0.25,0.151,1
"C24D10.4",0.0745359758599698,-1.15130683256962,0.222,0.292,1
"somi-1",0.0745928933252581,-1.85112010499047,0.014,0.066,1
"Y54F10BM.13",0.0745928933252581,-1.54407190271118,0.014,0.066,1
"mex-5",0.0746117265680568,-1.32216672098678,0.083,0.158,1
"trpp-10",0.0749144718976721,-1.33353536842429,0.083,0.156,1
"C39B5.10",0.0749351391218308,-1.61922042439587,0.056,0.125,1
"algn-14",0.0750186928182359,0.443604303257849,0.153,0.085,1
"T24B8.7",0.0750291690136373,-0.944707691382883,0.333,0.386,1
"twk-35",0.0751577307655641,1.22570982342498,0.028,0.007,1
"F16B12.4",0.0752861505526271,-0.588200943178014,0.236,0.298,1
"srr-9",0.0753238528745717,3.47536249655173,0.014,0.002,1
"F11A5.15",0.0753238528745717,3.18570929876458,0.014,0.002,1
"fbxa-95",0.0753238528745717,3.32709844399152,0.014,0.002,1
"hpo-30",0.0753238528745717,3.15768098027371,0.014,0.002,1
"T19C9.10",0.0753238528745717,4.06200041145113,0.014,0.002,1
"F09F9.3",0.0753238528745717,5.00133180463667,0.014,0.002,1
"F41G4.8",0.0753238528745717,3.21010976968268,0.014,0.002,1
"F56B6.6",0.0753238528745717,3.1696256477319,0.014,0.002,1
"mca-1",0.0753238528745717,3.09436964588679,0.014,0.002,1
"tnc-2",0.0753238528745717,3.71598436161181,0.014,0.002,1
"T08G11.3",0.0753238528745717,3.12248413610184,0.014,0.002,1
"F55F8.8",0.0753238528745717,3.245334815484,0.014,0.002,1
"ptr-19",0.0753238528745717,3.07992869966322,0.014,0.002,1
"clec-153",0.0753238528745717,3.1170741562589,0.014,0.002,1
"Y48G10A.1",0.0753789781972884,-0.744588022015596,0.5,0.493,1
"gasr-8",0.0754300264770355,-2.23217958056094,0,0.042,1
"cest-24",0.0754300264770355,-1.95217670492128,0,0.042,1
"CD4.11",0.0754300264770355,-0.8777007058791,0,0.042,1
"F21C10.18",0.0754300264770355,-2.51401791335608,0,0.042,1
"R12H7.4",0.0754300264770355,-2.09446067882758,0,0.042,1
"D1005.2",0.0754300264770355,-1.0369737801366,0,0.042,1
"F18E9.3",0.0754300264770355,-1.82557594276908,0,0.042,1
"F53B1.8",0.0754300264770355,-1.23417145114868,0,0.042,1
"T21E8.7",0.0754300264770355,-1.24469628985969,0,0.042,1
"F56D5.3",0.0754300264770355,-2.1859859387698,0,0.042,1
"R03D7.2",0.0754300264770355,-2.06961580146256,0,0.042,1
"B0432.8",0.0754300264770355,-1.25464045088439,0,0.042,1
"C06A8.6",0.0754300264770355,-1.51616945086162,0,0.042,1
"fbxb-88",0.0754300264770355,-1.46792691713749,0,0.042,1
"F22E5.13",0.0754300264770355,-2.30518367216036,0,0.042,1
"T14B4.8",0.0754300264770355,-1.15162987619901,0,0.042,1
"C17G10.13",0.0754300264770355,-1.27533660471988,0,0.042,1
"nefr-1",0.0754300264770355,-1.27081414289344,0,0.042,1
"ccb-2",0.0754300264770355,-0.956055301150537,0,0.042,1
"rab-30",0.0754300264770355,-1.09330534700964,0,0.042,1
"T28A8.4",0.0754300264770355,-0.951367546757895,0,0.042,1
"ZC84.6",0.0754300264770355,-2.48693435308613,0,0.042,1
"fbxa-15",0.0754300264770355,-1.46294326477735,0,0.042,1
"mans-3",0.0755672356140908,-0.128775471564625,0.639,0.466,1
"cdk-8",0.0756423230153015,-1.01080813586063,0.236,0.302,1
"clec-22",0.075811400245033,2.61108701822518,0.028,0.007,1
"T28A8.6",0.0758885868331657,-1.52965684261828,0.014,0.066,1
"alx-1",0.0759499002005643,-0.718653355023899,0.694,0.675,1
"fbxa-101",0.0761499164980742,-1.36221437736301,0.014,0.066,1
"T20B12.7",0.0763368439621391,-0.683938902861984,0.625,0.578,1
"K06H7.7",0.0764034144406003,-1.10767375389324,0.028,0.088,1
"nrde-4",0.0764162418992928,-1.79228471485579,0.083,0.149,1
"cyn-17",0.0764575623948923,2.84528275853826,0.014,0.002,1
"srh-35",0.0764575623948923,2.82633896687286,0.014,0.002,1
"srw-39",0.0764575623948923,2.6927147759025,0.014,0.002,1
"Y39B6A.9",0.0764575623948923,2.9151754586435,0.014,0.002,1
"dyf-17",0.0764575623948923,2.95215407326674,0.014,0.002,1
"Y113G7A.12",0.0764575623948923,2.49660655751868,0.014,0.002,1
"ZK262.4",0.0764575623948923,2.9741950550934,0.014,0.002,1
"F52E1.3",0.0764575623948923,2.83667947290081,0.014,0.002,1
"Y40B10A.9",0.0764575623948923,2.75807491547758,0.014,0.002,1
"F14H3.15",0.0764575623948923,2.6177698902714,0.014,0.002,1
"tnt-2",0.0764575623948923,0.328044381651732,0.014,0.002,1
"C35C5.8",0.0764575623948923,2.85638586939502,0.014,0.002,1
"M03B6.3",0.0764575623948923,2.81829833604302,0.014,0.002,1
"nstp-9",0.0764575623948923,3.02636082037495,0.014,0.002,1
"abhd-3.2",0.0764575623948923,2.8861156581208,0.014,0.002,1
"F55D10.4",0.0764575623948923,2.46371511101093,0.014,0.002,1
"H11L12.1",0.0764575623948923,2.45911063371169,0.014,0.002,1
"K05G3.2",0.0764575623948923,2.96664740820986,0.014,0.002,1
"zig-12",0.0764575623948923,0.24959962762872,0.014,0.002,1
"ZK813.4",0.0764575623948923,2.93146047643337,0.014,0.002,1
"F09F9.5",0.0764575623948923,2.92828770287341,0.014,0.002,1
"Y59E1A.4",0.0764575623948923,2.67904436886356,0.014,0.002,1
"col-103",0.0764575623948923,1.88329309099127,0.014,0.002,1
"sru-21",0.0764575623948923,2.82572000368132,0.014,0.002,1
"clec-198",0.0764575623948923,2.79315226322987,0.014,0.002,1
"Y69E1A.8",0.0764575623948923,1.80369539377387,0.014,0.002,1
"C18H7.1",0.0764575623948923,2.43242013929943,0.014,0.002,1
"C33H5.2",0.0764575623948923,0.790640824091966,0.014,0.002,1
"F38A5.6",0.0764575623948923,2.87678744994466,0.014,0.002,1
"ZK616.5",0.0764575623948923,2.66938280667781,0.014,0.002,1
"C43F9.11",0.0764575623948923,2.89300107631967,0.014,0.002,1
"ZC518.8",0.0764575623948923,2.72046637838834,0.014,0.002,1
"bath-20",0.0764575623948923,3.00892028878569,0.014,0.002,1
"fbxb-51",0.0764575623948923,2.79282244019749,0.014,0.002,1
"T01D1.4",0.0764575623948923,1.82939695393682,0.014,0.002,1
"acr-6",0.0764575623948923,2.54884028452627,0.014,0.002,1
"ahr-1",0.0764575623948923,2.31119601885801,0.014,0.002,1
"lagr-1",0.0764575623948923,3.02788574335749,0.014,0.002,1
"lab-1",0.0764575623948923,2.99611279367573,0.014,0.002,1
"sptf-1",0.0764575623948923,0.539457006852781,0.014,0.002,1
"hmg-6",0.0764575623948923,2.40617327836696,0.014,0.002,1
"ZK858.8",0.0764575623948923,1.36221931782557,0.014,0.002,1
"M01A12.4",0.0764575623948923,2.82857542397363,0.014,0.002,1
"C05B5.4",0.0764575623948923,1.24972068361201,0.014,0.002,1
"Y111B2A.21",0.0764575623948923,2.94506102350498,0.014,0.002,1
"ZK512.8",0.0764575623948923,2.89159331539451,0.014,0.002,1
"B0280.7",0.0764575623948923,2.74636299929914,0.014,0.002,1
"K02D10.2",0.0764575623948923,2.97675896566265,0.014,0.002,1
"ZC262.7",0.0764575623948923,2.72805658318929,0.014,0.002,1
"F02D8.4",0.0764697012423207,1.6750085150297,0.028,0.007,1
"F40E3.5",0.0764697012423207,1.28267098820887,0.028,0.007,1
"gtbp-1",0.0764909758279163,-0.651440600739337,0.569,0.556,1
"scb-1",0.076685952267448,0.279436784295502,0.472,0.331,1
"mtx-1",0.076826253341477,0.253637549226378,0.403,0.271,1
"K10B4.3",0.0768341200716181,-1.0252754402902,0.292,0.356,1
"F52C12.6",0.0769495208138618,-1.10619588449454,0.181,0.251,1
"prmt-9",0.0770041896097759,-1.07974036249657,0.181,0.266,1
"C17G10.10",0.0770824263730394,1.13108215990443,0.069,0.029,1
"F11C1.1",0.0770924759330332,-0.689100527905873,0.319,0.39,1
"srx-86",0.0771326560903656,2.49707274538209,0.028,0.007,1
"C18A11.2",0.0771326560903656,2.03770673551701,0.028,0.007,1
"C28G1.2",0.0771326560903656,2.05408632810707,0.028,0.007,1
"W03F8.6",0.0771326560903656,1.47215400993837,0.028,0.007,1
"F52H2.5",0.0771391339219212,-1.32527929290591,0.056,0.124,1
"ndg-4",0.0772227273511315,-0.812752183911676,0.292,0.375,1
"lbp-3",0.0773444332015663,-0.900000023056319,0.722,0.686,1
"ser-3",0.0774675967739455,-1.96794640692458,0.014,0.066,1
"B0025.4",0.0776029880390138,-1.37988679227746,0.111,0.185,1
"ssl-1",0.0777641503263773,-0.973703291301964,0.514,0.52,1
"C06B8.3",0.077800287132288,2.16685972627546,0.028,0.007,1
"srh-308",0.077800287132288,2.16536436961968,0.028,0.007,1
"T22E5.1",0.077800287132288,1.88956246069824,0.028,0.007,1
"gst-2",0.077800287132288,2.09756621112579,0.028,0.007,1
"heri-1",0.077800287132288,2.06623222097163,0.028,0.007,1
"F53B2.8",0.0779128171501442,-0.62399664214136,0.708,0.476,1
"C47G2.4",0.0779252038622548,-0.714984660578342,0.222,0.293,1
"T27F6.6",0.0780753745392621,0.548162677289348,0.306,0.202,1
"tads-1",0.078295918743354,-0.758763149208121,0.472,0.497,1
"ZK973.9",0.0783475813533452,-1.47869896025855,0.083,0.153,1
"fbxa-210",0.0784726167203988,2.20002734092196,0.028,0.007,1
"T25E4.2",0.0784726167203988,2.16558962299571,0.028,0.007,1
"tgt-2",0.0785558691120385,-0.733665946367092,0.167,0.253,1
"fos-1",0.0787011105905823,-0.958290734603619,0.653,0.58,1
"ttc-36",0.0787094906482901,-1.89034797962024,0.083,0.153,1
"F53H1.3",0.0787257686723103,-1.73296967484068,0.028,0.085,1
"T09F3.4",0.0787257828833694,-1.67267173938248,0.028,0.085,1
"mak-2",0.0787382888571383,-0.649369003129662,0.694,0.646,1
"egl-9",0.0788667076241761,0.204222620630421,0.417,0.281,1
"riok-3",0.0789593167468839,-0.790866844788496,0.417,0.458,1
"rbm-28",0.0790793572811286,-0.534782382630019,0.722,0.642,1
"asns-1",0.0791496672152002,2.31615407300498,0.028,0.007,1
"F59B10.4",0.0791496672152002,0.983428199313833,0.028,0.007,1
"fbxc-33",0.0791496672152002,1.9752107542106,0.028,0.007,1
"K04G2.4",0.0791496672152002,1.78835149805026,0.028,0.007,1
"K10D3.8",0.0791496672152002,1.98298870928434,0.028,0.007,1
"ceh-92",0.0791496672152002,0.965042024130927,0.028,0.007,1
"B0244.9",0.0791496672152002,1.76457946790615,0.028,0.007,1
"dhhc-5",0.0791496672152002,1.72010670442149,0.028,0.007,1
"F20C5.11",0.0792110358675554,0.278077408480047,0.514,0.38,1
"dph-6",0.0792744845640643,-1.08364426329694,0.069,0.139,1
"tsct-1",0.0793308557543616,-1.62247963815083,0.208,0.259,1
"madf-10",0.0794100461889645,0.30687491306956,0.167,0.093,1
"tmed-10",0.0796172093124467,0.196039523431554,0.889,0.778,1
"gpaa-1",0.0798151858021464,0.272993317629593,0.333,0.224,1
"gtf-2F2",0.0799192097809324,-1.25712523602782,0.194,0.253,1
"dys-1",0.0799232487848615,-1.26552003547733,0.028,0.085,1
"C02H6.3",0.0801780147683091,1.11943573646305,0.042,0.014,1
"sec-10",0.080216982270759,-1.1110694396201,0.181,0.254,1
"cfp-1",0.0802705297968826,-1.46311878112226,0.097,0.171,1
"ptr-2",0.0802992620719478,0.516992312370253,0.069,0.029,1
"chk-1",0.0804319141708163,-1.47717607482968,0.014,0.066,1
"prp-31",0.0805446781186722,-0.839885066369181,0.194,0.269,1
"C23H3.9",0.0805697963973611,1.23116590211037,0.097,0.049,1
"bath-39",0.0806488055667057,-1.50938581160723,0.028,0.085,1
"mat-3",0.0807208347590121,-1.78425177606561,0.042,0.105,1
"chch-3",0.0808019786680321,0.208103248281042,0.819,0.737,1
"zhit-1",0.0808283877149975,-1.10450816638427,0.014,0.064,1
"Y54F10AM.5",0.0810867210743147,0.164192558268119,0.833,0.781,1
"C18B12.4",0.0811468238768286,-1.43620286879157,0.292,0.332,1
"F59A2.5",0.0812418178712371,-1.14646167927366,0.278,0.319,1
"F21D5.6",0.0813009740217685,-1.30517235976615,0.125,0.197,1
"B0281.5",0.0813859295874751,-1.84177712950131,0.014,0.064,1
"his-38",0.0816245259888867,-1.61268480546588,0.028,0.085,1
"skih-2",0.0817575982692898,0.238806617624068,0.264,0.168,1
"W03H9.2",0.0817625781524367,-1.08852629456558,0,0.041,1
"str-112",0.0817626082609484,-2.26937683030321,0,0.041,1
"D1086.8",0.0817626082609484,-1.30014692854976,0,0.041,1
"F49H6.13",0.0817626082609484,-1.91666363322261,0,0.041,1
"F09A5.3",0.0817626082609484,-2.10832256834171,0,0.041,1
"Y26E6A.3",0.0817626082609484,-1.07388162967077,0,0.041,1
"H11E01.3",0.0817626082609484,-1.43341081078732,0,0.041,1
"nhr-7",0.0817626082609484,-1.28486327963356,0,0.041,1
"oef-1",0.0817626082609484,-1.10839853439018,0,0.041,1
"T12B3.2",0.0817626082609484,-1.8178988480568,0,0.041,1
"B0252.3",0.0817626082609484,-1.44274339454388,0,0.041,1
"fbxb-111",0.0817626082609484,-1.67444308089442,0,0.041,1
"K12H6.2",0.0817626082609484,-1.20314610834376,0,0.041,1
"gpa-16",0.0817626082609484,-2.04591630479928,0,0.041,1
"R05D7.1",0.0817626082609484,-1.13192610977112,0,0.041,1
"lin-39",0.0817626082609484,-2.11643412518967,0,0.041,1
"acc-4",0.0817626082609484,-0.9438268161593,0,0.041,1
"fbn-1",0.0817626082609484,-1.60316243787417,0,0.041,1
"H06I04.3",0.0820170985863169,-0.584409985546209,0.764,0.734,1
"F52E1.9",0.0820840898034013,0.739481127142472,0.153,0.085,1
"C11H1.2",0.0821184271652952,-1.08542826614518,0.167,0.249,1
"pdl-1",0.0822351306044614,1.54270484557578,0.042,0.014,1
"sre-2",0.0822351306044614,1.80052648627209,0.042,0.014,1
"ZK1290.10",0.0823404101977429,-1.49528809830051,0.028,0.086,1
"C32B5.15",0.0823657932594585,-0.969900081256115,0.014,0.066,1
"ZK218.1",0.0824497850211173,0.393464750852395,0.194,0.115,1
"rpa-2",0.0824869183410129,-1.07402453874839,0.486,0.476,1
"fbp-1",0.0825956825598569,-0.36743587978268,0.778,0.719,1
"inpp-1",0.0826098023431436,-1.37385984524659,0.028,0.085,1
"C25H3.17",0.082650870492167,0.645138595849982,0.208,0.129,1
"uba-2",0.0827158557755445,-1.2193931895543,0.042,0.105,1
"C17E4.11",0.0828413258550182,-0.324466292872672,0.069,0.144,1
"hacd-1",0.0828535063298846,0.661759049528998,0.194,0.115,1
"Y54G2A.36",0.08307720958139,-1.25612331935073,0.028,0.086,1
"ugt-7",0.0832097063751512,-1.29710814661124,0.083,0.159,1
"F07B7.12",0.0832796236659596,1.27967836116952,0.042,0.014,1
"ctf-4",0.0833239787570476,-1.23584771484958,0.028,0.086,1
"B0024.11",0.0835812144977186,-1.00900571517482,0.306,0.358,1
"sqv-8",0.0836436256428038,-1.5992357834539,0.083,0.149,1
"R10E4.11",0.0838178979890525,-1.13085877188428,0.042,0.102,1
"fbxl-1",0.0839471642815267,-0.985434441777943,0.069,0.139,1
"clec-163",0.0840078050599403,0.635266969200887,0.097,0.047,1
"Y51H7C.7",0.0840463430616595,-0.847883205441612,0.389,0.424,1
"lact-9",0.0840520435085459,0.268604991922229,0.236,0.141,1
"gem-4",0.0841553861278593,-0.701274424347595,0.597,0.59,1
"H25P19.1",0.0841655426113695,-1.37139786142634,0.167,0.234,1
"let-611",0.0845180202670896,-1.09698795219713,0.083,0.154,1
"mfsd-10",0.0846780980775022,-1.43233316078257,0.139,0.208,1
"Y54E2A.4",0.0847005331026047,-0.157336514452307,0.458,0.295,1
"syx-18",0.0847025164024519,0.32928453778186,0.208,0.12,1
"nlp-81",0.0847025164024519,-1.39714380918292,0.069,0.137,1
"comt-5",0.0848646103975069,2.09283694007057,0.069,0.031,1
"sek-1",0.0850116952278918,-1.05268044431933,0.417,0.432,1
"C32F10.4",0.0851185865750319,-0.961240964260994,0.847,0.647,1
"rbm-22",0.0851238506720857,-0.717185554930051,0.389,0.419,1
"rnp-6",0.0852216362123808,-0.99386606639049,0.403,0.425,1
"pqn-15",0.0852585336195277,-1.02079151997084,0.389,0.425,1
"ran-1",0.0853579981460625,-0.349427846490332,0.889,0.812,1
"K11H12.8",0.0854670135104336,0.268885513243292,0.556,0.422,1
"F54E7.9",0.0858623981426085,-1.02134857322122,0.042,0.107,1
"klp-19",0.0858897857041169,-1.11528751003642,0.139,0.214,1
"C32D5.6",0.0859327251354628,0.463298609230942,0.194,0.115,1
"cus-2",0.0859736824148814,-1.50727317944251,0.167,0.231,1
"wago-1",0.0860882660007441,2.03584783584419,0.056,0.022,1
"prx-10",0.0861560551327578,-0.689207570706173,0.458,0.486,1
"F27D4.4",0.0862226236985564,0.1965314208116,0.75,0.673,1
"C50H2.13",0.0862379808008473,0.521027553267876,0.083,0.037,1
"C24A3.4",0.0862775360998863,-0.357028609364825,0.333,0.405,1
"F28H6.4",0.0863632740971425,-1.74495753703976,0.111,0.175,1
"nhr-47",0.0864655580681747,-0.560149351900122,0.264,0.336,1
"Y37E11AM.2",0.0865192596151297,-1.2247760452356,0.056,0.119,1
"vamp-7",0.0865376116960909,0.707912841590498,0.361,0.259,1
"F29B9.5",0.086580981491744,-1.52944479462261,0.042,0.1,1
"cyp-33C8",0.0866183869394068,-1.25176884478817,0.139,0.215,1
"F13H6.5",0.0867366473879748,-1.16929367862098,0.056,0.122,1
"T07A9.15",0.0868090938721611,-0.723949391461503,0.472,0.481,1
"odr-2",0.0875879881372345,-1.31050928659469,0.014,0.063,1
"rnh-2",0.0875879881372345,-2.01020712937725,0.014,0.063,1
"W05H12.4",0.0875879881372345,-1.52802928588348,0.014,0.063,1
"smc-4",0.0876214643908747,-1.76657295121655,0.167,0.231,1
"end-1",0.0876817078870101,-1.74582517586283,0.028,0.085,1
"T25G3.3",0.0876951790762328,-0.472159424886972,0.667,0.646,1
"vpat-1",0.0877283154250224,-0.655316983080041,0.583,0.588,1
"his-71",0.0877319734277923,-0.336054707050446,0.792,0.795,1
"aqp-10",0.0877402601620591,-0.413074567791052,0.958,0.893,1
"rom-1",0.08774692401084,-0.904809466974153,0.417,0.447,1
"spt-5",0.087786024420598,-0.530883607564272,0.5,0.536,1
"arid-1",0.0878196377597565,-1.1702179336777,0.139,0.21,1
"D1007.15",0.0878271276801303,-0.81746945787599,0.056,0.122,1
"ctps-1",0.0878608461281852,-0.443024677529319,0.222,0.129,1
"tsp-20",0.0878887156286701,-1.58806587278924,0.014,0.063,1
"T23G11.11",0.0879734327366824,0.27322368344307,0.5,0.361,1
"gst-23",0.0881112590116624,0.636910282678773,0.083,0.039,1
"clp-1",0.088650285148927,0.23463978589057,0.597,0.492,1
"nhr-129",0.0886509007851663,-0.791302566183475,0,0.039,1
"srg-58",0.0886509007851663,-1.380264347147,0,0.039,1
"dhcr-7",0.0886509007851663,-1.20041468822146,0,0.039,1
"F55B12.10",0.0886509007851663,-1.82818434332396,0,0.039,1
"meg-3",0.0886509007851663,-1.03956537698726,0,0.039,1
"gly-12",0.0886509007851663,-1.10949861162767,0,0.039,1
"W03G11.4",0.0886509007851663,-1.47968616766139,0,0.039,1
"Y26E6A.2",0.0886509007851663,-1.07123665896159,0,0.039,1
"C46C11.4",0.0886509007851663,-1.27491022039412,0,0.039,1
"del-2",0.0886509007851663,-1.21262003745008,0,0.039,1
"ost-1",0.0886509007851663,-3.41239757203154,0,0.039,1
"clec-165",0.0886509007851663,-1.16393192564024,0,0.039,1
"Y54G9A.5",0.0886509007851663,-1.38939404503934,0,0.039,1
"M03A1.8",0.0886509007851663,-0.7939675017004,0,0.039,1
"unc-29",0.0886509007851663,-1.45044865406636,0,0.039,1
"ctg-1",0.0886509007851663,-1.75419738013329,0,0.039,1
"ZC334.12",0.0886509007851663,-1.0005819183222,0,0.039,1
"F35G12.5",0.0886509007851663,-0.904151859573675,0,0.039,1
"Y39E4B.5",0.0886509007851663,-1.29646444521284,0,0.039,1
"F56D2.2",0.0886509007851663,-0.870299873526863,0,0.039,1
"erd-2.1",0.0886781292869219,-0.513781497004365,0.722,0.685,1
"fbxa-83",0.0887190216566914,-1.28274931468369,0.111,0.18,1
"nubp-1",0.0887489629431119,0.162861039996268,0.569,0.432,1
"F56G4.6",0.0887899770718696,-1.52507928494062,0.083,0.151,1
"F39H2.3",0.0888051350344361,-0.125105938726456,0.639,0.453,1
"tfbm-1",0.0890060642637389,-1.10330321393367,0.083,0.153,1
"rfc-1",0.0891415101894232,-1.12666112120706,0.292,0.344,1
"E01G6.2",0.0892513353915055,-1.19351476917384,0.028,0.085,1
"ints-7",0.0892673863489336,0.322442848123701,0.097,0.047,1
"trip-4",0.0893328618532679,-1.16213972652232,0.153,0.224,1
"btf-1",0.0894453881337095,-1.38194415636397,0.097,0.169,1
"lido-13",0.0894665322152349,-1.88080400261489,0.042,0.1,1
"cls-2",0.0895357383154456,-1.67759292451999,0.083,0.147,1
"F54D5.7",0.0896664628437884,-1.16910108475301,0.306,0.349,1
"ptrn-1",0.0897951467071202,-1.38634184546713,0.208,0.275,1
"C53B4.3",0.0897998261014755,-0.174331683372988,0.806,0.593,1
"syx-7",0.0897999088164124,-0.829931877225457,0.278,0.32,1
"mut-14",0.0898568444123435,-1.17546220578515,0.056,0.119,1
"Y54G2A.40",0.0900171936505133,-2.14120919689203,0.014,0.063,1
"F44G4.2",0.0900281650625185,0.224367871379399,0.847,0.658,1
"mdt-28",0.0901046939268299,-1.15383092438462,0.028,0.083,1
"mcd-1",0.0901881373980877,-1.63361637558569,0.181,0.241,1
"pen-2",0.0902473161734358,-1.05795057571021,0.208,0.271,1
"aap-1",0.0905366298750857,-1.1737943130149,0.056,0.119,1
"algn-1",0.090674711679983,0.122547541029482,0.306,0.192,1
"W02D7.5",0.0906914790698969,-1.55785179804559,0.042,0.1,1
"W09D10.5",0.0908713709592881,-0.838181982979248,0.194,0.271,1
"mdt-9",0.090896836618837,-0.832263730573363,0.319,0.359,1
"mrps-27",0.0909348297103648,0.378988448831454,0.528,0.366,1
