"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"cyp-37A1",1.10092927392571e-17,1.07894530708462,0.917,0.408,1.50100697207032e-13
"tre-3",1.13463629614514e-17,1.13680925248664,0.694,0.202,1.54696312616428e-13
"elo-6",1.16159362759013e-17,2.4184131765614,0.611,0.185,1.58371675185639e-13
"lap-2",1.38625434180068e-17,1.77445602061518,0.889,0.571,1.89001916961105e-13
"H34I24.2",1.4053628497018e-17,3.50691059886498,0.444,0.1,1.91607170928344e-13
"VF13D12L.3",1.67588342740322e-17,1.24713872156422,0.958,0.605,2.28489946492155e-13
"tag-234",1.796935097709e-17,1.36061781635747,0.903,0.386,2.44994131221646e-13
"acdh-3",1.91711670520473e-17,1.43812307874025,0.778,0.308,2.61379691587612e-13
"T04F8.7",2.67459990211875e-17,1.2590068185123,0.778,0.268,3.64654950654871e-13
"lgmn-1",2.75475994565141e-17,-1.78857759298188,0.944,0.949,3.75583970990114e-13
"C05C12.4",2.75864806971453e-17,1.12097187150436,1,0.51,3.76114077824879e-13
"asp-1",3.28791013465674e-17,1.15852526079059,1,0.669,4.482736677591e-13
"ZK228.4",4.15675033182437e-17,1.58415323365,0.625,0.175,5.66731340240935e-13
"pcp-1",4.65843732900405e-17,0.938397123538746,1,0.58,6.35131345436412e-13
"F16H6.10",5.32761799945553e-17,1.30505375583731,0.861,0.393,7.26367438045768e-13
"clec-51",6.13109297972323e-17,2.99837621177226,0.292,0.036,8.35913216855466e-13
"cpr-6",6.44535069092986e-17,-2.69857955293344,0.875,0.885,8.78759113201377e-13
"K09E9.1",8.78025926694175e-17,1.53509054473622,0.681,0.215,1.19710054845484e-12
"Y22D7AL.15",8.9386156075642e-17,1.36063892399817,0.847,0.402,1.2186908519353e-12
"T19D2.2",1.00942752604772e-16,1.44852085052287,0.75,0.3,1.37625348901346e-12
"C33A12.19",1.0795746560075e-16,1.50506314203807,0.764,0.273,1.47189208600062e-12
"tmc-2",1.11441488882726e-16,2.62128250300294,0.319,0.046,1.51939325942709e-12
"T25C12.3",1.2159624750207e-16,0.902767012472898,1,0.524,1.65784323844322e-12
"cnnm-1",1.46622418391293e-16,1.31140999468278,0.875,0.417,1.99905005234689e-12
"itr-1",1.89230409932475e-16,1.16959116089846,0.917,0.514,2.57996740901937e-12
"clec-41",1.92145312781213e-16,0.992643112772299,0.819,0.281,2.61970919445906e-12
"acs-2",1.93661306475062e-16,2.1779360419511,0.556,0.151,2.64037825248099e-12
"cah-5",1.97502061893436e-16,2.40282499803667,0.528,0.139,2.6927431118551e-12
"bgal-1",2.20772066103086e-16,1.16887260543841,0.917,0.471,3.01000634924947e-12
"fbxa-6",2.48630832919127e-16,1.65562449989156,0.625,0.18,3.38983277601938e-12
"F52G2.3",2.49324308323441e-16,2.20676545700416,0.472,0.11,3.39928761968179e-12
"Y51B9A.9",2.60201412235707e-16,2.77072909140922,0.264,0.029,3.54758605442162e-12
"sma-2",3.21907413643889e-16,1.39828675606645,0.806,0.293,4.38888567762078e-12
"vha-13",3.27216159725078e-16,1.11336316721349,0.986,0.824,4.46126512169171e-12
"Y66H1A.5",3.31903556133744e-16,1.12294945969974,0.972,0.595,4.52517308432747e-12
"vha-20",3.5385375215155e-16,1.01785788062872,1,0.778,4.82444205683423e-12
"C44B7.7",4.06780729064733e-16,1.4792393111983,0.861,0.392,5.54604846006856e-12
"mfsd-8",4.06930102481941e-16,1.46561105859506,0.681,0.234,5.54808501723878e-12
"C50F4.1",4.44537713256252e-16,1.04946373751396,0.944,0.461,6.06082718253575e-12
"H20E11.3",4.45455519442418e-16,2.95892682273586,0.319,0.047,6.07334055207792e-12
"Y87G2A.16",4.7400184621521e-16,1.57651985200693,0.597,0.168,6.46254117129817e-12
"K08D8.7",5.07274479250581e-16,2.72805796787242,0.403,0.08,6.91618025010242e-12
"H37A05.2",5.25811961957807e-16,4.86518678829284,0.139,0.003,7.16892028933273e-12
"rhr-1",6.46649161771168e-16,3.45061726549672,0.278,0.036,8.8164146715881e-12
"hsp-16.41",7.23959498760337e-16,-3.90037128737824,0.417,0.785,9.87046380609844e-12
"chil-23",8.13228680563351e-16,1.44112759362827,0.611,0.173,1.10875598308007e-11
"C26E1.2",8.19360259777927e-16,2.75808620294811,0.306,0.044,1.11711577818123e-11
"vha-10",8.36230572119006e-16,0.936738444505008,0.972,0.864,1.14011676202705e-11
"tcc-1",9.45028690541375e-16,1.32034531470966,0.889,0.398,1.28845211668411e-11
"dod-19",1.06030831954693e-15,0.987326429094581,0.958,0.412,1.44562436287029e-11
"cpl-1",1.08295011977692e-15,-7.22402797770564,0.167,0.629,1.47649419330386e-11
"atp-5",1.08328965465928e-15,0.821301777645514,0.986,0.89,1.47695711516246e-11
"his-72",1.15523187462135e-15,-1.95802485694173,0.806,0.868,1.57504313785875e-11
"pcp-2",1.21355150837353e-15,1.36567269644682,0.472,0.11,1.65455612651647e-11
"trhr-1",1.2223576865293e-15,1.25385920234098,0.875,0.366,1.66656246981405e-11
"R12C12.9",1.28460621957509e-15,1.05657499362183,0.986,0.563,1.75143211976868e-11
"ttr-40",1.31346340693838e-15,1.4010294956628,0.333,0.053,1.79077600901979e-11
"pmp-1",1.37183804408979e-15,1.00547878580364,0.889,0.412,1.87036398931202e-11
"vha-2",1.43744842458556e-15,0.654651988702076,1,0.963,1.95981718207995e-11
"B0393.9",1.44235662371798e-15,1.10191987757938,0.819,0.319,1.96650902077709e-11
"T19A6.1",1.53773898970903e-15,1.32843125569308,0.958,0.583,2.09655333856929e-11
"lys-5",1.59686737602692e-15,2.37010307337041,0.347,0.059,2.1771689804751e-11
"aqp-1",1.60100526484524e-15,1.4060168915697,0.694,0.234,2.18281057809e-11
"dmsr-12",1.63881466972711e-15,2.67656621355591,0.333,0.056,2.23435992070595e-11
"nhr-173",1.65618454806476e-15,1.9008272503688,0.389,0.075,2.2580420128315e-11
"F41G3.18",1.83695351911826e-15,1.29001099243418,0.875,0.525,2.50450242796583e-11
"F58F9.4",2.04081569521524e-15,1.9389436945553,0.514,0.132,2.78244811885647e-11
"asm-2",2.11259428538996e-15,1.58345206454133,0.333,0.054,2.88031104870067e-11
"tmem-189",2.23307604255453e-15,1.25939068406366,0.931,0.463,3.04457587641885e-11
"F33D4.4",2.46100394209154e-15,1.79032371472946,0.667,0.244,3.3553327746476e-11
"clec-4",2.51284966644145e-15,1.9934040099038,0.667,0.229,3.42601923522628e-11
"C34C12.4",2.60060624909768e-15,1.4335989922489,0.833,0.397,3.54566656001978e-11
"F35C8.5",2.78232015249473e-15,1.20063793066167,0.833,0.344,3.79341529591131e-11
"dkf-2",2.96027241263895e-15,1.22618028647297,0.639,0.202,4.03603540739194e-11
"acbp-1",3.36744334466295e-15,1.12515622229343,0.944,0.817,4.59117225611347e-11
"glp-4",3.40863011000081e-15,1.3152075990596,0.903,0.592,4.64732629197511e-11
"D1005.4",3.78510604149362e-15,1.38558368385447,0.75,0.29,5.1606135769724e-11
"atgp-1",3.82310009367434e-15,1.25060160886637,0.889,0.415,5.2124146677156e-11
"Y9C9A.8",4.28239866261373e-15,0.968942416700771,0.694,0.215,5.83862233660756e-11
"hsp-16.2",4.31077030907547e-15,-3.41053254484503,0.444,0.785,5.8773042393935e-11
"gst-28",4.57367619178975e-15,1.70318147142151,0.611,0.202,6.23575011988615e-11
"ifd-1",4.74603445531434e-15,0.780044736206263,1,0.625,6.47074337637557e-11
"Y34B4A.4",4.76058945623162e-15,2.42142175680044,0.417,0.092,6.4905876646262e-11
"clec-74",4.96682105306938e-15,3.50148078514323,0.222,0.022,6.77176382375479e-11
"clec-67",5.15652623217348e-15,1.66004950207576,0.597,0.192,7.03040786494532e-11
"F01G4.6",5.52606654420299e-15,0.803451191611582,0.986,0.878,7.53423912636636e-11
"aex-5",6.17643489512743e-15,1.28823017609311,0.833,0.325,8.42095133601674e-11
"aman-1",6.71514608311315e-15,-4.09077234901019,0.181,0.636,9.15543016971647e-11
"glct-6",6.80905234533812e-15,1.21410491844582,0.806,0.349,9.28346196763399e-11
"erm-1",7.20189896193298e-15,1.08029449553573,0.958,0.746,9.81906904469943e-11
"hsp-90",7.71359589273935e-15,-1.73114139837394,0.958,0.927,1.05167166401608e-10
"Y54G2A.45",8.49500300413371e-15,0.4904696919156,0.75,0.259,1.15820870958359e-10
"M28.10",8.7239448617377e-15,2.66654487915427,0.5,0.154,1.18942264244932e-10
"F56F10.1",8.72630853877508e-15,0.978571990392822,1,0.607,1.18974490617659e-10
"Y38C1AA.6",8.97385830631586e-15,2.02319324232893,0.347,0.061,1.2234958414831e-10
"cpz-2",9.23340308977609e-15,0.953256329849817,1,0.808,1.25888217726007e-10
"pgp-5",1.15772252654784e-14,1.22970156856605,0.597,0.185,1.57843889269533e-10
"C23H5.8",1.27354975936096e-14,0.90109433608704,0.986,0.893,1.73635774191273e-10
"Y6G8.2",1.28608413663506e-14,1.60529534065718,0.528,0.151,1.75344711188824e-10
"ilys-5",1.29328336701772e-14,3.21344753963875,0.292,0.044,1.76326254259195e-10
"prk-1",1.3884214911614e-14,1.4981881970222,0.514,0.144,1.89297386104946e-10
"vha-11",1.40709077413991e-14,0.888452225875494,1,0.812,1.91842756146235e-10
"vha-4",1.41081768188251e-14,0.865795959492401,0.972,0.866,1.92350882747861e-10
"vha-12",1.60128156510925e-14,1.088553401251,0.931,0.769,2.18318728586995e-10
"K08D8.3",1.60738315580703e-14,1.42884436076427,0.764,0.312,2.19150619462731e-10
"gst-36",1.92682702039539e-14,1.0929507725114,0.875,0.475,2.62703595960708e-10
"Y82E9BR.3",2.32865652520612e-14,0.574547826979583,1,0.961,3.17489030646602e-10
"ugt-44",2.54167492189139e-14,0.89494074412226,0.819,0.317,3.46531958850672e-10
"aldo-2",2.70158472968995e-14,1.13388933520002,0.944,0.695,3.68334062045928e-10
"klo-2",2.84981683505248e-14,1.97099091565662,0.25,0.031,3.88544027291055e-10
"Y34F4.5",3.15060142424057e-14,-2.30170929528867,0.569,0.764,4.2955299818096e-10
"cest-35.2",3.25645357677527e-14,1.43123418970678,0.778,0.307,4.43984880657541e-10
"ent-4",3.50903600355851e-14,1.16166677271208,0.458,0.112,4.78421968725167e-10
"asp-3",3.80210302522373e-14,0.927969961174952,0.986,0.646,5.18378726459003e-10
"chdp-1",3.9790091097948e-14,-5.02310146410853,0.125,0.58,5.42498102029423e-10
"F55C12.19",4.69316279140974e-14,1.20837247418474,0.792,0.324,6.39865814980804e-10
"hyl-1",5.12681261440872e-14,-1.72811628946408,0.708,0.859,6.98989631848485e-10
"C24B9.3",5.19553943701975e-14,1.60017939180652,0.75,0.319,7.08359846843273e-10
"C16B8.3",5.39070219077026e-14,0.853047329583153,0.972,0.576,7.34968336689617e-10
"srh-237",5.60382626108975e-14,1.0523303874306,0.847,0.366,7.64025672436976e-10
"got-1.2",5.92832457223409e-14,1.14238491079891,0.819,0.454,8.08267772178396e-10
"nspg-13",6.49647996011373e-14,0.770722803174138,0.972,0.61,8.85730077761906e-10
"vha-17",7.18502959720909e-14,0.694713589731442,1,0.903,9.79606935283487e-10
"spp-14",7.37757347547639e-14,0.982062539352799,0.972,0.551,1.00585836764645e-09
"F46E10.2",8.53875113151592e-14,-8.22182292542411,0.069,0.536,1.16417332927088e-09
"hum-8",8.6935624004547e-14,1.24180742766964,0.806,0.447,1.18528029767799e-09
"snt-5",8.81308198045139e-14,1.26428125528147,0.417,0.095,1.20157559721474e-09
"lgg-1",9.03726176550978e-14,-1.5892387710459,0.806,0.875,1.2321402691096e-09
"C46G7.1",9.38459406600508e-14,0.898992688818928,0.972,0.785,1.27949555495913e-09
"fgt-1",9.5421844328571e-14,-4.57573914117381,0.028,0.519,1.30098142557574e-09
"twk-28",1.06896609125228e-13,1.59022725963541,0.458,0.115,1.45742836881336e-09
"F54C9.3",1.14176002092061e-13,1.00747196746268,0.931,0.544,1.55667561252316e-09
"vab-10",1.1435665580801e-13,0.885558615456487,1,0.842,1.55913864528641e-09
"F44G3.10",1.16349817266793e-13,1.34509673818154,0.486,0.129,1.58631340861546e-09
"acd-3",1.18636302117903e-13,1.14493018211474,0.722,0.261,1.61748734307549e-09
"K08D8.4",1.35299233291618e-13,1.41480763646333,0.639,0.224,1.84466974669793e-09
"atp-1",1.41736412216476e-13,0.657182333956293,1,0.919,1.93243424415943e-09
