,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12
ifb-2,0.372426919085915,-0.965833966553694,-1.16292267420524,0.373263948748185,0.219493761929552,1.0043302349242,1.24389775270269,-1.17856870694394,-0.404954663735553,1.77371335455539,-0.640116562789199,0.555088167194399,-1.1898175649127
rps-4,0.626715910191533,-0.537985020436637,-1.14432863628937,0.522170776610398,0.97853467693306,0.456780296674704,0.729766395511762,-0.622448178459008,-0.401601387255586,1.97073330121301,-1.4820547669066,0.0870714675505411,-1.18335483533781
rps-20,0.942913244103742,-0.364202884455106,-0.891220501497271,0.809768114734012,1.15875793181008,0.457550157934924,1.05366594449621,-0.541630941558661,-0.991617327388208,1.40334933428192,-1.47655047876348,-0.447444113817524,-1.11333847988063
ifd-1,0.0699733502041626,-0.766382694532267,-0.768676317346031,0.296679432525095,-0.220971390901049,0.510349817122808,-0.0251896412513206,-0.769283769273957,-0.65403012988181,0.639389420348003,-0.413993422165764,2.86899378523992,-0.766858440087791
rps-12,0.764273038474863,-0.463437082346837,-1.0968295394934,0.579773014832981,1.19267133400632,0.341025205557693,0.693906922421515,-0.630036057572665,-0.723812897964989,1.90728339827346,-1.39419736427585,-0.108797273190423,-1.06182269872268
rps-15,0.893874449077351,-0.297551549044995,-1.22241428693663,0.650711811140981,1.16560448819508,0.561074528478251,1.09202216678802,-0.571596007022741,-0.713452060420451,1.33476926949582,-1.5253420401901,-0.209792236940899,-1.1579085326197
rpl-33,0.931971181305498,-0.345473849668919,-0.934650893931385,0.814881052501967,1.2581581795956,0.690214268601024,1.10910179061164,-0.751345948506095,-1.06260909262179,1.19333067414448,-1.21311578576026,-0.556411992213319,-1.13404958405845
rpl-26,0.750240746563795,-0.372492770251583,-1.02599434409586,0.560239666849521,0.922582192512702,0.347936605857328,1.06210250612958,-0.737389066801567,-0.820112327886083,1.74509173029648,-1.35744847224304,0.220805933796821,-1.29556240072809
anc-1,-0.312287571932963,-0.503791390280788,0.906681706660322,-0.436284885932319,-0.406657217721294,-0.433405453669702,-0.769155529846955,-0.816877306307837,2.50837212397959,0.00380764247254597,-0.219732240401897,1.37303375582396,-0.893703632842661
rps-10,0.726114935146926,-0.358050719397138,-0.833483021776352,0.58621791610856,1.05324421180871,0.518494092044117,1.19960354363613,-0.627994453509905,-0.882127894320813,1.64816097741637,-1.49930530305336,-0.465155987333509,-1.06571829676974
C17F4.7,0.322207756115507,-0.457927513820614,-0.689036811615272,1.1941573928649,-0.622098750554858,-0.207773246569274,2.82808378187514,-0.705154955777201,-0.172350250302435,-0.445568420507257,0.0268849545937816,-0.366464031178519,-0.7049599051239
