"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"F34D10.3.2",8.06109893220179e-07,-2.71391786231281,0.164,0.287,0.0121851571459162,"3","F34D10.3"
"trpp-6.1",8.52263849407252e-07,-2.65334444935161,0.173,0.294,0.01288282034764,"3","trpp-6"
"rpb-2",9.00596005182655e-07,-2.02178354150755,0.266,0.373,0.013613409214341,"3","rpb-2"
"mel-11.1",9.08459500223931e-07,-2.19714244548883,0.201,0.324,0.0137322738053849,"3","mel-11"
"T13F2.2.3",9.08617317631129e-07,-2.01451454182834,0.285,0.385,0.0137346593733121,"3","T13F2.2"
"wdr-5.1.2",9.24991305741375e-07,-2.46133666035602,0.196,0.314,0.0139821685775866,"3","wdr-5.1"
"Y47D3A.20.1",9.43276560186441e-07,-2.35009615575555,0.182,0.305,0.0142585684837782,"3","Y47D3A.20"
"dnj-8",9.69596638073403e-07,-1.94842473642827,0.234,0.356,0.0146564227811176,"3","dnj-8"
"F26E4.4",9.8813569714411e-07,-1.68980141795066,0.266,0.375,0.0149366591980304,"3","F26E4.4"
"Y54E5A.5.1",9.99862944168965e-07,-1.35747662498649,0.631,0.591,0.0151139282640581,"3","Y54E5A.5"
"rnf-113.3",1.01043997917828e-06,-2.4822437180965,0.14,0.267,0.0152738107252589,"3","rnf-113"
"phm-2.1",1.02510837953151e-06,-2.64624109267201,0.154,0.278,0.0154955382649983,"3","phm-2"
"ddx-15.1",1.0848795881507e-06,-2.02326394013954,0.318,0.405,0.0163990398544859,"3","ddx-15"
"Y87G2A.1.3",1.15239245343378e-06,-2.29610884565005,0.131,0.258,0.017419564326105,"3","Y87G2A.1"
"ari-1.2.1",1.24850207668459e-06,-2.71198991364665,0.154,0.276,0.0188723573911643,"3","ari-1.2"
"atg-7.1",1.30509570361479e-06,-2.61870846789567,0.145,0.27,0.0197278266558412,"3","atg-7"
"sna-2",1.32697116894579e-06,-2.17705002656656,0.238,0.345,0.0200584961897846,"3","sna-2"
"aip-1",1.36941812479278e-06,-1.50122416608878,0.439,0.491,0.0207001243743677,"3","aip-1"
"hrpf-2",1.45590115001922e-06,-1.94266156352553,0.379,0.439,0.0220074017836906,"3","hrpf-2"
"ctf-18.1",1.54540543835303e-06,-1.95903778627579,0.22,0.337,0.0233603486061444,"3","ctf-18"
"R05F9.9.1",1.70974564675684e-06,-2.34671136002605,0.168,0.287,0.0258445151963764,"3","R05F9.9"
"usp-48.2",1.73022772266568e-06,-1.87145303794727,0.322,0.41,0.0261541222558144,"3","usp-48"
"sap-140",1.73220845390769e-06,-1.57473818929172,0.477,0.51,0.0261840629892687,"3","sap-140"
"Y77E11A.7.1",1.75808465546864e-06,-2.45076576676728,0.126,0.25,0.0265752076520639,"3","Y77E11A.7"
"hrpl-1.1",1.83876683936343e-06,-2.29478127533223,0.234,0.341,0.0277947995438176,"3","hrpl-1"
"F49C12.9.3",1.85763090398436e-06,-1.83057003397307,0.168,0.292,0.0280799487446275,"3","F49C12.9"
"ceh-100",1.86857984787641e-06,-1.66411462997445,0.528,0.535,0.0282454529804999,"3","ceh-100"
"mob-3.2",2.02273308000157e-06,-2.90842352303655,0.136,0.253,0.0305756332373038,"3","mob-3"
"F08B6.1.1",2.18953189739613e-06,-2.47146436295969,0.178,0.291,0.0330969641610399,"3","F08B6.1"
"stip-1.1",2.19516042050106e-06,-2.38295953238935,0.15,0.27,0.033182044916294,"3","stip-1"
"spt-5",2.27312501135358e-06,-1.52810102833625,0.547,0.545,0.0343605576716207,"3","spt-5"
"Y108G3AL.2",2.27412695880969e-06,-1.99192880768676,0.22,0.33,0.0343757031093673,"3","Y108G3AL.2"
"rpb-4",2.38209758190861e-06,-1.49422571461395,0.509,0.516,0.0360077870481305,"3","rpb-4"
"pqn-39.1",2.38812134506385e-06,-2.61871507844891,0.159,0.277,0.0360988422519851,"3","pqn-39"
"cyn-13",2.54627782663052e-06,-2.02271198458618,0.252,0.355,0.038489535627347,"3","cyn-13"
"dnj-5",2.64648343526756e-06,-1.56714019794214,0.435,0.484,0.0400042436075044,"3","dnj-5"
"lsm-8.2",2.8295927269437e-06,-1.77873577741079,0.374,0.437,0.042772123660481,"3","lsm-8"
"pph-4.1.1",2.87338764494182e-06,-2.17537826337615,0.28,0.368,0.0434341276409405,"3","pph-4.1"
"apm-3",2.97786522333564e-06,-1.91116491490386,0.285,0.374,0.0450134107159415,"3","apm-3"
"lin-10",3.02008052015913e-06,-2.34820084912545,0.234,0.33,0.0456515371427254,"3","lin-10"
"F40F8.11.2",3.05033619632784e-06,-2.24736266532831,0.234,0.336,0.0461088819436916,"3","F40F8.11"
"dcp-66.2",3.05203841249564e-06,-1.30731975073687,0.794,0.666,0.046134612643284,"3","dcp-66"
"yop-1",3.07870610335467e-06,-1.12992498813883,0.678,0.632,0.0465377214583092,"3","yop-1"
"eftu-2",3.11480206310377e-06,-1.55240644755083,0.547,0.532,0.0470833479858765,"3","eftu-2"
"leo-1",3.12245230970934e-06,-2.19293272189931,0.21,0.324,0.0471989891135664,"3","leo-1"
"tag-52.2",3.15746514269809e-06,-1.91546689468041,0.196,0.311,0.0477282430970243,"3","tag-52"
"sam-4",3.19460180600331e-06,-2.32209339592637,0.229,0.33,0.0482896008995461,"3","sam-4"
"prp-17.1",3.24252224168291e-06,-1.99322896779448,0.206,0.317,0.0490139662052788,"3","prp-17"
"rsp-7",3.25163465111774e-06,-1.47806670736516,0.519,0.526,0.0491517093862958,"3","rsp-7"
"abl-1.1",3.49257152953128e-06,-2.14757372802649,0.276,0.373,0.0527937112403948,"3","abl-1"
"aly-1.1",3.5718486838657e-06,-1.47105501154227,0.617,0.579,0.053992064705314,"3","aly-1"
"gsk-3",3.62837266598702e-06,-1.52067985358439,0.477,0.503,0.0548464812190599,"3","gsk-3"
"asd-1.3",3.66076733428057e-06,-2.03496209975273,0.262,0.355,0.0553361590249851,"3","asd-1"
"hrpf-1.2",3.8072077791991e-06,-2.19152023871261,0.234,0.333,0.0575497527903736,"3","hrpf-1"
"prp-21.1",4.12219772428788e-06,-2.16242414307092,0.224,0.328,0.0623111408003356,"3","prp-21"
"lin-49.2",4.16961749299607e-06,-1.88098085304712,0.355,0.422,0.0630279380241286,"3","lin-49"
"Y66D12A.21.1",4.18557455419706e-06,-2.20734918528319,0.206,0.314,0.0632691449612428,"3","Y66D12A.21"
"C06A5.3.1",4.20594953973834e-06,-1.72505121126464,0.477,0.486,0.0635771332426847,"3","C06A5.3"
"let-49.2",5.05666565452346e-06,-2.25887945583658,0.14,0.257,0.0764365580337766,"3","let-49"
"cyn-12.2",5.07304178721243e-06,-2.56323426846764,0.14,0.253,0.0766840996555031,"3","cyn-12"
"mdt-29",5.15851252636526e-06,-1.88031312132827,0.28,0.376,0.0779760753485373,"3","mdt-29"
"cul-4",5.21377409881924e-06,-2.15920294960869,0.196,0.307,0.0788114092777517,"3","cul-4"
"symk-1.1",5.47566311439618e-06,-1.95091263869065,0.29,0.377,0.0827701236372126,"3","symk-1"
"M02E1.3",5.86480965417994e-06,-2.25375910743487,0.22,0.321,0.088652462732584,"3","M02E1.3"
